source,target,source_name,target_name
323,1597,Sean Collins,Christal Means
712,1409,Cynthia Singleton,Jaleesa Edmondson
275,1557,Joshua Jackson,Taina Tubbs
20,1596,Steve Powell,Elidia Sewell
1300,1579,Shona Fortner,Audra Avila
609,1582,Yolanda Elliott,Cory Sumner
1034,1051,Carol Carson,Kimberly Lowe
1172,1430,Elaine Thompson,Tanna Withrow
1481,1511,Lin Fontenot,Hal Richie
795,1443,Ollie Ball,Tesha Thiel
424,862,Scott Moore,Jo Cunningham
792,1029,Krystal Goodwin,Juana Warner
1270,1593,Susan George,Ozella Mcbee
391,456,Helen Sanchez,Dorothy Carter
90,199,Ruby Lopez,Joseph Perez
69,1079,Aaron James,Ana Cook
1348,1512,Shad Derr,Floria Mathias
1081,1168,Jennie Terry,Courtney Gomez
784,1290,Clifford Porter,Jeannette Jordan
651,797,Jane Gonzales,Sheila Wilson
1525,1553,Deandre Lacey,Virgilio Hite
181,731,Johnny Murphy,Marion Palmer
403,1189,Bobby Morris,Teresa Conner
1258,1474,Marsha Campbell,September Embry
685,795,Doyle Morales,Ollie Ball
210,1319,Dennis Lopez,Dagny Paxton
882,1223,Eileen Swanson,Eloise Park
169,384,Annie Cooper,Jose Wright
1200,1469,Jennifer Butler,Vina Carlos
817,1588,Ebony Reid,Idell Collado
142,1041,Richard Stewart,Shelia Santos
572,1003,Wm Ballard,Janie Anderson
1112,1505,Ora Bass,Shawnee Sotelo
960,999,Leland Hanson,Teresa Bass
1178,1487,Olivia Little,Adolfo Dewey
236,639,Keith Williams,Helen Padilla
170,1368,Jason Adams,Wally Bankston
136,472,Jack Ward,Tammy Jones
1300,1592,Shona Fortner,Pilar Crowell
899,1248,Allan Sullivan,Miriam Dixon
448,558,Keith James,Leon Norman
773,1029,Sophie Reese,Juana Warner
1393,1411,Rutha Blodgett,Harris Morrow
11,1231,Albert Lewis,Adrienne Harmon
63,1507,Anthony Edwards,Ester Duvall
968,1384,Duane Hamilton,Kimber Layman
958,1074,Miguel Klein,Roxanne Vaughn
163,1365,Lillian Hill,Kathrin Himes
572,630,Wm Ballard,Jake Ward
726,1362,Alejandro Perez,Jeanelle Dickson
181,479,Johnny Murphy,Michael Hall
609,1451,Yolanda Elliott,Maudie Beaudoin
720,873,Janice Carson,Kristy Drake
626,866,Molly Murray,Becky Gutierrez
35,770,Frances Russell,Wilbert Paul
418,1066,Willie Hernandez,Molly Johnson
199,1287,Joseph Perez,Ethel Long
513,1334,Janice Neal,Deangelo Boykin
770,1139,Wilbert Paul,Maria Frazier
52,1088,Johnny Richardson,Edna Blair
635,1180,Danny Peters,Hannah Neal
207,882,Donna Powell,Eileen Swanson
164,246,Doris Martinez,Brenda Phillips
227,711,Fred Hill,Jana Stokes
596,1597,Jesse Buchanan,Christal Means
433,816,Rose Powell,Denise Montgomery
40,1379,Donna Cox,Callie Mcreynolds
711,1318,Jana Stokes,Larraine Wisniewski
405,754,Tina Gonzalez,Alonzo Garner
1085,1416,Kendra Mccoy,Carly Roche
185,305,Albert Peterson,Gerald Robinson
501,1365,Laura Maxwell,Kathrin Himes
367,1136,Jonathan Adams,Pamela Crawford
718,805,Forrest Phillips,Paulette Bridges
262,525,Rebecca Howard,Colleen Wilkerson
809,1597,Lynn Hines,Christal Means
279,614,Tammy Moore,Cedric Cohen
567,901,Carrie Figueroa,Ignacio Larson
198,1443,Diana Powell,Tesha Thiel
1011,1323,Valerie Sparks,Renae Darling
11,1208,Albert Lewis,Judith Romero
225,1317,Larry Allen,Warner Stephenson
1304,1310,Karol Hatchett,Pansy Boyle
265,1353,Christina Gonzales,Jamila Abreu
853,1523,Irene Norton,Judie Meacham
273,948,Clarence Scott,Andrew Reed
645,1494,Natasha Stevens,Christopher Hensley
243,1185,Phyllis Torres,Debbie Jennings
164,1041,Doris Martinez,Shelia Santos
102,163,Carl Ramirez,Lillian Hill
1234,1480,Maggie Lane,Erich Goldman
846,1484,Thelma Bowman,Narcisa Clarkson
392,1314,Gloria Wilson,Tomoko Kimble
406,1212,Jack Hughes,Muriel Houston
604,1084,Nicole Hill,Leona Goodman
977,1595,Terence Ray,Paige Hopson
308,1171,Marilyn Harris,Lindsay Reese
159,1228,Andrew Henderson,Freda Hardy
1003,1467,Janie Anderson,Christin Patino
514,1276,Benny Diaz,Julie Leonard
425,444,Ryan Miller,Martin Johnson
712,1520,Cynthia Singleton,Hertha Tice
659,1514,Valerie Lopez,Caprice Lemmon
68,1189,Juan Stewart,Teresa Conner
1128,1355,Silvia Garner,Corina Towns
604,1349,Nicole Hill,Octavio Mclendon
433,793,Rose Powell,Gilbert Roberts
248,1156,Henry Baker,Sally Adams
671,1259,Janet Tucker,Shelly Gray
283,1034,Elizabeth Thomas,Carol Carson
155,1114,Eugene Turner,Erica Obrien
738,1020,Guy Nunez,Mandy Doyle
530,991,Darlene Berry,Al Bailey
609,1284,Yolanda Elliott,Candice Wood
1031,1422,Kari Garza,Amalia Redding
917,1171,Tommie Fields,Lindsay Reese
875,1174,Mary Martin,Lucy Walsh
131,985,Louise Williams,Kim Marsh
156,1158,Bonnie Richardson,Holly Holloway
309,354,Willie Young,Julie Henderson
127,1131,Amanda Sanders,Felicia Rice
43,872,Laura Mitchell,Ruth Christensen
72,441,Evelyn Brown,Andrea Russell
750,1259,Wilbur Castillo,Shelly Gray
113,150,Kimberly Bailey,Helen Flores
138,1146,Louis Evans,Kristi Mitchell
779,1551,Travis Saunders,Xochitl Runyon
935,1161,James Miller,Patsy Fowler
1436,1592,Jeanie Trout,Pilar Crowell
368,705,Kelly Smith,Sandy Houston
677,1540,Otis Waters,Zella Bratcher
1031,1543,Kari Garza,Fidel Jolly
62,778,Jason Gray,Glenda Myers
436,1068,Judy Green,Ann George
963,1488,Edgar Hodges,Lizzette Sherwood
645,833,Natasha Stevens,Theresa Morris
1041,1062,Shelia Santos,Ollie Walton
443,735,Julia Allen,Mattie Watts
1049,1411,Willie Schneider,Harris Morrow
613,1146,Ira Gordon,Kristi Mitchell
707,1302,Melanie Wells,Deandre Ferris
416,452,Gregory Perry,Linda Washington
1416,1470,Carly Roche,Dacia Loyd
216,1101,Jessica Miller,Eloise Miles
661,777,Janis Ray,Keith Ray
514,615,Benny Diaz,Faith Malone
75,833,Michelle Bryant,Theresa Morris
274,1271,Catherine Jenkins,Jennie Rios
78,313,Brian Gonzalez,Joan Thomas
1399,1417,Celeste Mendenhall,Charissa Mcgowan
479,1560,Michael Hall,Oneida Arias
27,905,Louise Butler,Johnny Valdez
132,958,Lawrence Anderson,Miguel Klein
521,1148,Glenda Sutton,Ella Hammond
250,276,Cynthia Ward,Rachel Barnes
619,1454,Nicolas Roy,Gwyn Meade
53,814,Joshua Peterson,Tasha Harmon
433,1035,Rose Powell,Sara Shaw
877,932,Ellen Huff,Hector Patton
1249,1478,Denise Armstrong,Hank Mahan
368,826,Kelly Smith,Cora Gomez
64,1052,Gerald Johnson,Angel Chandler
739,1227,Grant Mack,Jasmine Carter
424,986,Scott Moore,Adrian Phillips
873,1078,Kristy Drake,Pat Marshall
28,757,Maria Jenkins,Ross Simmons
240,1314,Ruth Alexander,Tomoko Kimble
21,718,Ronald Carter,Forrest Phillips
215,812,Ralph Long,Joanne Fitzgerald
413,1471,Howard Barnes,Rubin Bui
513,1180,Janice Neal,Hannah Neal
47,590,Brenda Price,Tasha Knight
157,233,Scott Howard,Donald Young
741,778,Everett Rodgers,Glenda Myers
120,1105,Brian Hughes,Ada Rios
752,1202,Lynne Collier,Rosalie Welch
1049,1568,Willie Schneider,Magda Wofford
545,723,Alison Craig,Delia Townsend
1364,1580,Tyisha Maness,Erlene Lennon
373,1434,Alan Green,Mandie Cecil
311,1459,Bonnie Gray,Fermin Jacob
562,812,Margarita Weber,Joanne Fitzgerald
835,1236,Frances Carpenter,Alicia Barber
806,1438,Anne Nash,Loria Scoggins
723,766,Delia Townsend,Dan Sutton
444,1314,Martin Johnson,Tomoko Kimble
1,1153,Tina Murphy,Pat Roberson
422,1412,Anna Rivera,Normand Conklin
197,799,Gerald Griffin,Meredith Munoz
38,1566,Alice Jones,Kyla Keeton
740,818,Donald Massey,Olive Estrada
334,1299,Dorothy Watson,Fallon Lockett
185,416,Albert Peterson,Gregory Perry
603,929,Rodney Burke,Freddie Ross
733,779,Cecelia Gibson,Travis Saunders
1292,1331,Maureen Payne,Raisa Marvin
310,447,Johnny Turner,Diane Ramirez
826,1532,Cora Gomez,Nidia Mccarter
982,1371,Benjamin May,Bud Menard
989,1001,Homer Bradley,Sue Rodriquez
444,1350,Martin Johnson,Hertha Mcgovern
839,1471,Elizabeth Walters,Rubin Bui
545,1253,Alison Craig,Vivian Kelley
742,864,Lula Sherman,Claire Hardy
1040,1461,Natalie Rodgers,Isabelle Roper
308,1426,Marilyn Harris,Kathern Greathouse
1095,1131,Louise Mathis,Felicia Rice
427,623,Jeffrey Butler,Lester Lee
448,646,Keith James,Pauline Tate
375,1336,Joseph Bennett,Yessenia Bigelow
520,1425,Douglas Reyes,Dane Jeffrey
1117,1415,Anne Jenkins,Clarita Coates
1405,1473,Reita Easley,Celsa Getz
1068,1559,Ann George,Kaylee Santana
155,695,Eugene Turner,Laverne Ingram
1358,1361,Truman Hindman,Teresita Bruton
753,1138,Hugo Torres,Brandy Wade
1254,1569,Delia Hayes,Lashawnda Quick
273,650,Clarence Scott,Carrie Adams
346,1574,Linda Murphy,Michel Snipes
521,1426,Glenda Sutton,Kathern Greathouse
155,1189,Eugene Turner,Teresa Conner
172,189,Larry Bennett,Katherine Moore
210,481,Dennis Lopez,Timothy Lee
1010,1474,Jenny French,September Embry
1299,1348,Fallon Lockett,Shad Derr
132,1056,Lawrence Anderson,Melba Gonzales
402,651,Brian Watson,Jane Gonzales
14,426,Sean White,Wayne Walker
1216,1313,Susie Wise,Chase Kitchens
1423,1463,Asha Saucedo,Nubia Dumas
169,1352,Annie Cooper,Deja Marcum
380,898,Howard Phillips,Eduardo Hammond
165,595,Pamela Phillips,Brandy Harmon
227,390,Fred Hill,Brian Edwards
1140,1440,Constance Parks,Carlos Nadeau
185,573,Albert Peterson,Esther Mcbride
161,1119,Ryan Thompson,Lana Mack
172,225,Larry Bennett,Larry Allen
341,1315,Jeffrey Clark,Lynelle Ferry
420,1379,Nancy Morgan,Callie Mcreynolds
1117,1307,Anne Jenkins,Lanora Mott
1199,1346,Gladys Larson,Hsiu Alcorn
80,865,Gregory Ross,Florence Lee
357,1439,Jean Walker,Carmel Knutson
504,555,Earnest Joseph,Vincent Caldwell
816,1199,Denise Montgomery,Gladys Larson
440,799,Jason Wilson,Meredith Munoz
969,1149,Kerry Schneider,Anita Bailey
447,695,Diane Ramirez,Laverne Ingram
175,253,William Parker,Craig Wood
948,1126,Andrew Reed,Charlotte Matthews
1166,1577,Francis Leonard,Ji Leach
847,894,Shelley Cortez,Kellie Willis
253,1467,Craig Wood,Christin Patino
555,1280,Vincent Caldwell,Maxine Berry
1097,1334,Alma Hernandez,Deangelo Boykin
387,1058,Steven Williams,Gladys Nunez
1015,1530,Suzanne Simon,Joye Salmon
1442,1597,Cleopatra Collazo,Christal Means
364,1154,Joe Alexander,Ana Quinn
1156,1240,Sally Adams,Geneva Matthews
798,1532,Felicia Gray,Nidia Mccarter
23,861,Lori Anderson,Jennie Howard
50,1144,Lois Smith,Christy Patrick
48,954,Jesse Rivera,Pete Perez
910,1364,Jacob Lopez,Tyisha Maness
402,628,Brian Watson,Dewey Gutierrez
633,1235,Velma Simon,Silvia Carroll
290,1390,Douglas Cook,Tova Florence
295,558,Roy Gonzalez,Leon Norman
1034,1250,Carol Carson,Toni Simon
533,739,Gabriel Dennis,Grant Mack
310,810,Johnny Turner,Mandy Lawrence
257,804,Steven Coleman,Yolanda Dean
561,1066,Donna Elliott,Molly Johnson
94,548,Clarence Diaz,Daisy Gross
836,1005,Daisy Cox,Darla Huff
6,813,Linda Martinez,Barbara Banks
169,1365,Annie Cooper,Kathrin Himes
187,1499,Anthony Carter,Joanie Barr
144,634,Mildred Allen,Penny Frank
319,486,Clarence Jackson,Kathryn Brooks
1292,1550,Maureen Payne,Andria Shafer
482,1187,Joe White,Janie Hamilton
338,356,Irene Scott,Diana Roberts
998,1189,Patty Rogers,Teresa Conner
712,1500,Cynthia Singleton,Tambra Daugherty
411,489,Margaret Griffin,Roy Robinson
255,587,Robert Morris,Dwayne Wolfe
104,1092,Nancy Watson,Bethany Underwood
736,774,Calvin Copeland,Muriel Garza
255,358,Robert Morris,Alice Brown
27,643,Louise Butler,Norman Bryant
746,1233,Colleen Schneider,Marianne Hogan
453,980,Joshua Stewart,Randy Caldwell
440,632,Jason Wilson,Margie Rodriguez
114,1285,Sandra Walker,Carmen Owen
657,1304,Jessie Vega,Karol Hatchett
560,734,Lorraine Lloyd,Steve Campbell
691,888,Cody Larson,Jasmine Lyons
148,1018,Carolyn Ross,Angelina Todd
6,31,Linda Martinez,Wanda Davis
856,1370,Kelley Martinez,Retta Echols
723,877,Delia Townsend,Ellen Huff
395,517,Sarah Mitchell,Madeline Adkins
810,845,Mandy Lawrence,Harriet Neal
136,1309,Jack Ward,Sidney Grissom
1046,1381,Lana Rhodes,Aurea Parrott
379,1067,Sara Griffin,Alexis Vargas
623,1427,Lester Lee,Yuonne Winston
84,890,Henry Perry,Sherry Marshall
336,1334,Judith Allen,Deangelo Boykin
679,1179,Timothy Stewart,Bonnie Parsons
298,584,Bruce Campbell,Joseph Phelps
199,691,Joseph Perez,Cody Larson
713,912,Janie Oliver,Jorge Peters
998,1310,Patty Rogers,Pansy Boyle
238,539,Julie Henderson,Ellen Bowman
70,168,Martin Collins,Brenda Davis
1122,1376,Jenna James,Isaura Lemus
89,1084,Theresa Sanders,Leona Goodman
661,901,Janis Ray,Ignacio Larson
120,1566,Brian Hughes,Kyla Keeton
88,222,Michael Wright,Samuel Sanchez
886,1248,Ernestine Wright,Miriam Dixon
384,858,Jose Wright,Dianne Cooper
452,498,Linda Washington,Gretchen Porter
872,941,Ruth Christensen,Darnell Lambert
1030,1149,Rachel Summers,Anita Bailey
1155,1409,Charlene Stevens,Jaleesa Edmondson
573,1053,Esther Mcbride,Lindsey Franklin
1311,1397,Evalyn Drew,Edison Boothe
286,731,Diana Robinson,Marion Palmer
621,950,Bessie Bell,Fred Sandoval
505,1413,Alexandra Steele,Nila Best
270,1281,Virginia Gray,Tiffany Strickland
153,1370,Ann Johnson,Retta Echols
237,1104,Charles Martinez,Myra Lee
449,1103,Ralph Cook,Rosie Newton
292,631,Andrew Flores,Percy Pierce
946,1155,Warren Bridges,Charlene Stevens
322,919,Lisa Coleman,Drew Poole
1371,1527,Bud Menard,Amado Tirado
3,1431,Walter Flores,Arnita Herrick
1456,1522,Bunny Barrera,Magaret Kaye
876,947,Vivian Harris,Ronald Sharp
430,1355,Marilyn Alexander,Corina Towns
517,1423,Madeline Adkins,Asha Saucedo
1027,1345,Lois Perry,Sha Coffey
323,1292,Sean Collins,Maureen Payne
34,1275,Phillip Wood,Jessica Kim
98,536,Jessica Adams,Margie Little
118,1497,Gary Edwards,Britt Poirier
222,831,Samuel Sanchez,Sheri Morales
593,744,Jeffery Robbins,Abel Cole
1012,1365,Shelley Powers,Kathrin Himes
62,699,Jason Gray,Guadalupe Santos
1051,1064,Kimberly Lowe,Dawn Powell
211,1087,Maria Sanders,Julia Cummings
781,1060,Ignacio Medina,Violet Valdez
964,1590,Rick Harris,Demetrius Forbes
703,1369,Nancy Lloyd,Troy Lu
819,943,Jeannie Roberts,Patrick Parker
480,1477,Kathleen Roberts,Jerrell Mcmurray
152,363,David James,Stephanie Diaz
685,1092,Doyle Morales,Bethany Underwood
361,1031,Jane Washington,Kari Garza
512,1429,Calvin Goodman,Crista Vickers
603,644,Rodney Burke,Ted Lyons
929,1223,Freddie Ross,Eloise Park
422,718,Anna Rivera,Forrest Phillips
21,145,Ronald Carter,Shawn Harris
68,1123,Juan Stewart,Jill Mann
819,1208,Jeannie Roberts,Judith Romero
14,923,Sean White,Lowell Burke
669,1412,Russell Nash,Normand Conklin
1000,1103,Jasmine Chapman,Rosie Newton
1177,1410,Miranda Green,Lanny Gallegos
69,450,Aaron James,Nicole Evans
804,1048,Yolanda Dean,Jaime Collier
61,1529,Randy Harris,Bettyann Maples
926,1419,Ismael Clayton,Lady Mccaskill
326,1540,Raymond Martinez,Zella Bratcher
606,691,Larry Phillips,Cody Larson
706,778,Jermaine Barnett,Glenda Myers
215,769,Ralph Long,Willard Dean
397,1600,Anne Rodriguez,Floy Hood
1229,1456,Lynette Hall,Bunny Barrera
1056,1156,Melba Gonzales,Sally Adams
457,976,Rebecca Perez,Gary Ortiz
743,1419,Patrick Kim,Lady Mccaskill
1359,1422,Tanisha Conklin,Amalia Redding
821,1518,Della Jackson,Allene Betancourt
357,709,Jean Walker,Caroline Davis
972,1162,Caleb Carson,Dorothy Guerrero
599,1554,Tiffany Arnold,Maire Woodall
991,1175,Al Bailey,Brenda Jackson
448,747,Keith James,Vincent Francis
113,614,Kimberly Bailey,Cedric Cohen
1272,1539,Leigh Benson,Rubie Brackett
1318,1426,Larraine Wisniewski,Kathern Greathouse
554,1030,Bradford Fuller,Rachel Summers
964,1014,Rick Harris,Veronica Zimmerman
138,972,Louis Evans,Caleb Carson
497,1399,Lois Gilbert,Celeste Mendenhall
67,274,Matthew Thompson,Catherine Jenkins
1159,1518,June Hawkins,Allene Betancourt
32,1448,Thomas Ramirez,Basil Mejia
340,1186,Peter Sanders,Angelica Blake
446,1582,Joseph Wright,Cory Sumner
955,1230,Nicolas Romero,Michele Peterson
424,1185,Scott Moore,Debbie Jennings
790,1391,Albert Vega,Brittny Fanning
1042,1463,Gwendolyn Schultz,Nubia Dumas
828,1125,Elaine Peterson,Margarita Delgado
254,859,Christine Stewart,Sandy Foster
343,1462,Kevin Long,Bonita Burleson
303,1389,Lillian Hughes,Tracie Rivers
725,1527,Ervin Mccormick,Amado Tirado
478,1012,Andrew Garcia,Shelley Powers
808,887,Latoya Erickson,Stephanie Ball
946,1266,Warren Bridges,Andrea Mccarthy
111,1484,Phyllis Reed,Narcisa Clarkson
59,1294,Kathryn Gonzales,Marta Dennis
65,434,Patrick Wilson,Sean Nelson
694,1539,Bobbie Wilkins,Rubie Brackett
890,1222,Sherry Marshall,Isabel Ramos
117,481,Amy Gray,Timothy Lee
430,563,Marilyn Alexander,Sandy Price
244,1339,Shawn Clark,Anderson Cordell
477,1461,Heather Williams,Isabelle Roper
547,968,Tabitha Mendez,Duane Hamilton
988,1119,Bradley Brooks,Lana Mack
1014,1257,Veronica Zimmerman,Ruby Williamson
302,1429,Steve Bailey,Crista Vickers
1013,1292,Wanda Tucker,Maureen Payne
761,811,Raymond Swanson,Kerry Lambert
407,1482,Thomas Taylor,Seymour Abraham
98,1550,Jessica Adams,Andria Shafer
181,236,Johnny Murphy,Keith Williams
2,1433,Ann Cook,Vivien Olivo
156,1491,Bonnie Richardson,Shirl Frame
542,1563,Clifton Boone,America Alarcon
886,1336,Ernestine Wright,Yessenia Bigelow
757,1042,Ross Simmons,Gwendolyn Schultz
216,724,Jessica Miller,Allison Hall
551,565,Jason Burns,Norman Harris
1,570,Tina Murphy,Jaime Massey
941,1537,Darnell Lambert,Frank Michael
1190,1375,Melanie Elliott,Johnny Cuevas
93,653,Nicholas Alexander,Tara Drake
533,925,Gabriel Dennis,Abraham Daniels
493,889,Matthew Price,Willie Taylor
897,1467,Byron Young,Christin Patino
678,1163,Sally Massey,Wanda Williams
31,449,Wanda Davis,Ralph Cook
619,848,Nicolas Roy,Melba Yates
784,1181,Clifford Porter,Ernestine Williamson
756,1528,Bernard Mcbride,Aleshia Barham
276,1040,Rachel Barnes,Natalie Rodgers
11,62,Albert Lewis,Jason Gray
319,1490,Clarence Jackson,Tyree Osullivan
1105,1416,Ada Rios,Carly Roche
413,1274,Howard Barnes,Grace Luna
1002,1260,Lori Watkins,Joyce Malone
772,1472,Brandon Morton,Elinor Hayden
38,839,Alice Jones,Elizabeth Walters
733,1364,Cecelia Gibson,Tyisha Maness
346,726,Linda Murphy,Alejandro Perez
386,762,Diane Ward,Erika Delgado
3,881,Walter Flores,Allison Jennings
708,813,Lester Fleming,Barbara Banks
1194,1201,Toni Spencer,Minnie Hodges
582,1311,Ricky Houston,Evalyn Drew
1452,1496,Florance Champagne,Isa Hager
684,950,Ronald Mason,Fred Sandoval
57,1346,Cynthia Roberts,Hsiu Alcorn
247,869,Theresa Evans,Kay Parker
1103,1199,Rosie Newton,Gladys Larson
965,969,Alton Mcbride,Kerry Schneider
3,1146,Walter Flores,Kristi Mitchell
482,735,Joe White,Mattie Watts
222,1184,Samuel Sanchez,Connie Gibson
568,775,Casey Sims,Seth Daniels
607,766,Sean Evans,Dan Sutton
151,486,Tammy Robinson,Kathryn Brooks
306,509,Michelle King,Bernard Frank
594,1550,Aaron Hunter,Andria Shafer
1046,1073,Lana Rhodes,Agnes Shelton
38,1369,Alice Jones,Troy Lu
673,711,Carroll Newman,Jana Stokes
4,1227,Edward Torres,Jasmine Carter
518,545,Annette Ramos,Alison Craig
253,1028,Craig Wood,Beatrice Francis
39,1068,Robert Cooper,Ann George
249,649,Ryan Martin,Mae Francis
28,501,Maria Jenkins,Laura Maxwell
140,742,Catherine Butler,Lula Sherman
729,957,Emmett Austin,Milton Steele
448,858,Keith James,Dianne Cooper
741,1111,Everett Rodgers,Muriel Hicks
51,139,Ryan Watson,Craig Gonzalez
361,710,Jane Washington,Emily Valdez
807,1285,Bessie Welch,Carmen Owen
123,918,Joe Washington,Stanley Porter
279,528,Tammy Moore,Victoria Benson
498,944,Gretchen Porter,Simon Jefferson
1053,1054,Lindsey Franklin,Blanche May
19,946,Victor Campbell,Warren Bridges
828,1115,Elaine Peterson,Lucia George
180,671,Joshua Scott,Janet Tucker
254,620,Christine Stewart,Orville Dean
322,346,Lisa Coleman,Linda Murphy
48,106,Jesse Rivera,Roger Taylor
1066,1172,Molly Johnson,Elaine Thompson
413,613,Howard Barnes,Ira Gordon
277,603,Gregory Wright,Rodney Burke
637,995,Darin Garrett,Theodore Jones
543,988,Oscar Collier,Bradley Brooks
55,1542,Samuel Simmons,Maris Hayden
256,400,Angela Patterson,Susan King
138,1168,Louis Evans,Courtney Gomez
156,1216,Bonnie Richardson,Susie Wise
1327,1478,Rebeca Lauer,Hank Mahan
676,1517,Meghan Ortega,Larisa Kovach
1021,1106,Fannie Peterson,Jennie Gardner
1125,1343,Margarita Delgado,Tilda Harter
317,532,Julia Richardson,Lee Rowe
645,855,Natasha Stevens,Henrietta Townsend
375,1031,Joseph Bennett,Kari Garza
9,1319,Betty Hughes,Dagny Paxton
666,1323,Dominic Schultz,Renae Darling
316,536,Ashley Ross,Margie Little
643,702,Norman Bryant,Naomi Baker
1087,1316,Julia Cummings,Noe Olsen
442,1057,Alan Cooper,Teri Morton
618,874,Bethany Schmidt,Audrey Ortega
871,1054,Diane Saunders,Blanche May
217,530,Kathy Reed,Darlene Berry
604,710,Nicole Hill,Emily Valdez
670,884,Dean Cross,Eva Chavez
237,279,Charles Martinez,Tammy Moore
250,298,Cynthia Ward,Bruce Campbell
313,912,Joan Thomas,Jorge Peters
1207,1534,Dawn Gutierrez,Kerrie Croft
488,764,Brenda Patterson,Crystal Briggs
199,661,Joseph Perez,Janis Ray
94,1133,Clarence Diaz,Dora Larson
128,192,Angela Garcia,Ralph Wright
867,940,Valerie Mendoza,Shannon Wood
235,992,Ashley Mitchell,Gerardo Terry
423,634,Emily Martin,Penny Frank
1075,1463,Ramona Fowler,Nubia Dumas
1046,1436,Lana Rhodes,Jeanie Trout
630,1378,Jake Ward,Monet Limon
924,1330,Erick Nguyen,Yuk Hamrick
1345,1589,Sha Coffey,Evelyne Rapp
684,940,Ronald Mason,Shannon Wood
917,1062,Tommie Fields,Ollie Walton
334,827,Dorothy Watson,Amanda Howell
1129,1373,Sonya Pope,Lashanda Kimmel
879,1035,Doris Hamilton,Sara Shaw
671,1006,Janet Tucker,Gretchen Sullivan
507,1163,Kristin Rice,Wanda Williams
771,864,Benjamin Glover,Claire Hardy
423,1429,Emily Martin,Crista Vickers
397,1377,Anne Rodriguez,Delta Scholl
441,809,Andrea Russell,Lynn Hines
1127,1402,Lee Moss,Denice Bernard
994,1138,Eddie Buchanan,Brandy Wade
70,753,Martin Collins,Hugo Torres
1247,1467,Jaime Howell,Christin Patino
239,445,Kenneth Ross,Carl Peterson
187,255,Anthony Carter,Robert Morris
893,1055,Stacey Richards,Allison Patrick
131,503,Louise Williams,Cesar Hardy
839,1084,Elizabeth Walters,Leona Goodman
178,435,Keith Simmons,Christina Cox
716,1422,Rogelio Gibbs,Amalia Redding
83,1366,Margaret Evans,Madaline Weller
25,867,Stephen Lee,Valerie Mendoza
15,557,George Clark,Wallace Griffin
434,1035,Sean Nelson,Sara Shaw
40,501,Donna Cox,Laura Maxwell
612,1450,Nick Kim,Zola Keel
578,1308,Carl Aguilar,Joya Freedman
114,1353,Sandra Walker,Jamila Abreu
81,273,Kathy Barnes,Clarence Scott
78,613,Brian Gonzalez,Ira Gordon
695,810,Laverne Ingram,Mandy Lawrence
203,873,Billy Collins,Kristy Drake
221,1336,Beverly Morgan,Yessenia Bigelow
18,1236,Emily Taylor,Alicia Barber
189,1383,Katherine Moore,Annemarie Villa
460,1209,Walter Ross,Joan Vasquez
897,1555,Byron Young,Carol Lowery
287,463,Michael Thompson,Norma Clark
1474,1487,September Embry,Adolfo Dewey
624,1051,Kathy Potter,Kimberly Lowe
231,1385,Martin Edwards,Ping Curtin
406,1237,Jack Hughes,Bridget Mills
230,1506,Mary Price,Thanh Regan
48,1529,Jesse Rivera,Bettyann Maples
1056,1090,Melba Gonzales,Lynne Rice
268,1532,Ann Ramirez,Nidia Mccarter
282,384,Matthew Roberts,Jose Wright
435,477,Christina Cox,Heather Williams
1395,1459,Dorsey Hatcher,Fermin Jacob
302,362,Steve Bailey,Virginia Patterson
763,1511,Lionel Vaughn,Hal Richie
440,1495,Jason Wilson,Judie Richter
595,1518,Brandy Harmon,Allene Betancourt
519,705,Gustavo Gibson,Sandy Houston
647,1565,Lynette Terry,Alane Bartels
216,704,Jessica Miller,Marty Chavez
991,1338,Al Bailey,Fredia Banda
444,711,Martin Johnson,Jana Stokes
476,780,Lori Anderson,Tina Moore
182,1465,Willie Wilson,Francesca Stiles
422,1560,Anna Rivera,Oneida Arias
1089,1123,Faith Carter,Jill Mann
645,1375,Natasha Stevens,Johnny Cuevas
238,1137,Julie Henderson,Naomi Banks
455,577,David Richardson,Krystal Manning
584,1216,Joseph Phelps,Susie Wise
336,1114,Judith Allen,Erica Obrien
419,1557,Jennifer Brown,Taina Tubbs
427,478,Jeffrey Butler,Andrew Garcia
729,1225,Emmett Austin,Nichole Jennings
284,466,Gloria Jones,Charles Edwards
402,830,Brian Watson,Candace Harvey
907,1231,Ricky Lindsey,Adrienne Harmon
805,1449,Paulette Bridges,Gisela Hales
41,70,Mary Williams,Martin Collins
1045,1430,Michelle Washington,Tanna Withrow
523,976,Flora Huff,Gary Ortiz
371,699,Ronald Evans,Guadalupe Santos
345,1464,Gary Cooper,Margene Conyers
663,1136,Emmett Alvarez,Pamela Crawford
937,1339,Angelo Obrien,Anderson Cordell
551,1569,Jason Burns,Lashawnda Quick
70,1116,Martin Collins,Sheila Bradley
140,686,Catherine Butler,Joshua Alexander
224,945,Frances Lewis,Wendell Wilkins
15,1329,George Clark,Emery Lunsford
268,1509,Ann Ramirez,Estell Ricks
921,1022,Billy Fletcher,Naomi Mclaughlin
368,550,Kelly Smith,Jackie Horton
511,858,Angelica Howard,Dianne Cooper
1015,1035,Suzanne Simon,Sara Shaw
1004,1285,Amelia Peters,Carmen Owen
131,457,Louise Williams,Rebecca Perez
